Order ID,Product,Quantity Ordered,Price Each,Date,Time,Street Name,City,State,ZipCode
184340,Apple Airpods Headphones,1,150,04/11/19,3:02:00 PM,824 Lincoln St, New York City,NY,94016
184341,iPhone,1,700,04/16/19,2:30:00 PM,730 2nd St, Portland,OR,97035
184342,USB-C Charging Cable,1,11.95,04/18/19,9:02:00 PM,478 Sunset St, Boston,MA,10001
184343,34in Ultrawide Monitor,1,379.99,04/24/19,9:24:00 PM,894 7th St, Seattle,WA,94016
184344,Lightning Charging Cable,1,14.95,04/03/19,2:43:00 PM,894 8th St, Los Angeles,CA,97035
184345,USB-C Charging Cable,1,11.95,04/22/19,6:05:00 PM,557 12th St, San Francisco,CA,75001
184346,USB-C Charging Cable,1,11.95,04/13/19,8:23:00 PM,243 Ridge St, Portland,OR,10001
184347,Wired Headphones,1,11.99,04/14/19,2:10:00 PM,725 Dogwood St, Seattle,WA,94016
184348,Bose SoundSport Headphones,1,99.99,04/20/19,6:52:00 PM,399 Church St, Atlanta,GA,94016
184349,Macbook Pro Laptop,1,1700,04/24/19,12:59:00 PM,158 Jackson St, Boston,MA,90001
184350,USB-C Charging Cable,1,11.95,04/06/19,10:01:00 PM,406 Wilson St, San Francisco,CA,97035
184351,Lightning Charging Cable,1,14.95,04/03/19,11:20:00 AM,320 Lincoln St, San Francisco,CA,73301
184352,Apple Airpods Headphones,1,150,04/19/19,1:56:00 PM,119 Elm St, Austin,TX,75001
184353,Wired Headphones,2,11.99,04/09/19,6:23:00 PM,586 Elm St, New York City,NY,02215
184354,Apple Airpods Headphones,1,150,04/04/19,5:26:00 PM,562 Wilson St, San Francisco,CA,75001
184355,AA Batteries (4-pack),1,3.84,04/26/19,6:20:00 PM,635 8th St, Portland,OR,98101
184356,Apple Airpods Headphones,1,150,04/09/19,10:19:00 AM,273 Cherry St, New York City,NY,98101
184357,Apple Airpods Headphones,1,150,04/06/19,2:21:00 PM,350 Dogwood St, San Francisco,CA,02215
184358,USB-C Charging Cable,1,11.95,04/10/19,2:58:00 PM,668 Hickory St, Portland,OR,10001
184359,AA Batteries (4-pack),1,3.84,04/27/19,2:06:00 PM,867 North St, Dallas,TX,90001
184360,Lightning Charging Cable,2,14.95,04/19/19,10:31:00 AM,346 Church St, New York City,NY,90001
184361,AA Batteries (4-pack),1,3.84,04/17/19,7:41:00 PM,85 7th St, San Francisco,CA,98101
184362,Google Phone,1,600,04/30/19,2:59:00 PM,105 Main St, San Francisco,CA,94016
184363,Wired Headphones,1,11.99,04/03/19,10:58:00 AM,629 Cherry St, Los Angeles,CA,94016
184364,Wired Headphones,1,11.99,04/02/19,10:52:00 PM,813 North St, Portland,OR,30301
184365,AA Batteries (4-pack),1,3.84,04/19/19,1:25:00 PM,230 Lincoln St, Austin,TX,73301
184366,AA Batteries (4-pack),1,3.84,04/03/19,10:10:00 PM,762 Pine St, Dallas,TX,94016
184367,AAA Batteries (4-pack),1,2.99,04/15/19,10:31:00 PM,30 Willow St, Boston,MA,90001
184368,Wired Headphones,1,11.99,04/06/19,4:10:00 PM,205 12th St, Dallas,TX,02215
184369,20in Monitor,1,109.99,04/15/19,1:26:00 PM,971 Center St, Seattle,WA,90001
184370,ThinkPad Laptop,1,999.99,04/30/19,6:07:00 PM,630 1st St, Seattle,WA,30301
184371,Wired Headphones,1,11.99,04/14/19,5:51:00 PM,940 Ridge St, Boston,MA,97035
184372,27in FHD Monitor,1,149.99,04/29/19,12:27:00 PM,695 12th St, New York City,NY,90001
184373,Flatscreen TV,1,300,04/09/19,4:23:00 PM,429 Dogwood St, Los Angeles,CA,94016
184374,27in FHD Monitor,1,149.99,04/06/19,2:35:00 PM,589 Church St, Los Angeles,CA,90001
184375,USB-C Charging Cable,1,11.95,04/17/19,9:00:00 PM,816 Lincoln St, Seattle,WA,98101
184376,AAA Batteries (4-pack),4,2.99,04/14/19,9:14:00 PM,986 Hill St, San Francisco,CA,02215
184377,Lightning Charging Cable,1,14.95,04/26/19,3:29:00 PM,766 Wilson St, San Francisco,CA,02215
184378,AAA Batteries (4-pack),5,2.99,04/22/19,9:38:00 AM,927 Maple St, Atlanta,GA,94016
184379,Vareebadd Phone,1,400,04/13/19,9:07:00 PM,677 Maple St, Austin,TX,02215
184380,Wired Headphones,1,11.99,04/12/19,8:29:00 PM,238 Walnut St, San Francisco,CA,75001
184381,USB-C Charging Cable,1,11.95,04/01/19,1:01:00 PM,265 2nd St, Los Angeles,CA,90001
184382,Macbook Pro Laptop,1,1700,04/22/19,12:19:00 PM,796 Sunset St, Boston,MA,90001
184383,Apple Airpods Headphones,1,150,04/11/19,10:56:00 PM,337 River St, Los Angeles,CA,02215
184384,Google Phone,1,600,04/23/19,8:26:00 PM,417 Willow St, Atlanta,GA,98101
184385,Wired Headphones,2,11.99,04/14/19,11:43:00 AM,457 Park St, Portland,OR,10001
184386,Macbook Pro Laptop,1,1700,04/09/19,3:03:00 PM,807 Willow St, Los Angeles,CA,02215
184387,Apple Airpods Headphones,1,150,04/03/19,10:50:00 AM,815 Cedar St, San Francisco,CA,04101
184388,27in 4K Gaming Monitor,1,389.99,04/23/19,6:11:00 PM,492 11th St, Los Angeles,CA,73301
184389,AAA Batteries (4-pack),1,2.99,04/30/19,1:03:00 PM,147 Spruce St, Seattle,WA,97035
184390,Lightning Charging Cable,1,14.95,04/18/19,9:56:00 PM,221 Lincoln St, Boston,MA,94016
184391,AA Batteries (4-pack),1,3.84,04/19/19,9:19:00 PM,958 Lakeview St, Boston,MA,94016
184392,AA Batteries (4-pack),1,3.84,04/07/19,4:16:00 PM,312 Washington St, San Francisco,CA,97035
184393,AA Batteries (4-pack),1,3.84,04/09/19,9:10:00 AM,290 6th St, Boston,MA,90001
184394,USB-C Charging Cable,1,11.95,04/28/19,8:50:00 AM,253 Jefferson St, Dallas,TX,02215
184395,AAA Batteries (4-pack),1,2.99,04/07/19,9:05:00 AM,344 Hill St, Los Angeles,CA,75001
184396,Apple Airpods Headphones,1,150,04/20/19,2:18:00 PM,195 Chestnut St, Los Angeles,CA,98101
184397,Lightning Charging Cable,1,14.95,04/08/19,11:09:00 AM,382 Main St, Boston,MA,90001
184398,Lightning Charging Cable,1,14.95,04/26/19,7:38:00 PM,36 Dogwood St, Seattle,WA,30301
184399,AA Batteries (4-pack),2,3.84,04/12/19,10:04:00 PM,1 Forest St, New York City,NY,10001
184400,20in Monitor,1,109.99,04/07/19,5:20:00 PM,746 Cherry St, Boston,MA,97035
184401,27in 4K Gaming Monitor,1,389.99,04/03/19,11:09:00 AM,934 Walnut St, Portland,ME,90001
184402,Flatscreen TV,1,300,04/01/19,7:53:00 PM,496 Lake St, Austin,TX,75001
184403,Wired Headphones,1,11.99,04/01/19,5:29:00 PM,53 Jefferson St, Portland,OR,90001
184404,Macbook Pro Laptop,1,1700,04/07/19,8:13:00 PM,842 West St, San Francisco,CA,90001
184405,AAA Batteries (4-pack),1,2.99,04/22/19,2:00:00 PM,545 Cherry St, San Francisco,CA,90001
184406,27in 4K Gaming Monitor,1,389.99,04/14/19,2:49:00 PM,787 11th St, Portland,OR,90001
184407,Wired Headphones,1,11.99,04/11/19,12:09:00 PM,970 1st St, Los Angeles,CA,94016
184408,Bose SoundSport Headphones,1,99.99,05/01/19,12:04:00 AM,705 Dogwood St, Boston,MA,10001
184409,AA Batteries (4-pack),1,3.84,04/06/19,10:44:00 AM,592 Johnson St, Dallas,TX,97035
184410,Lightning Charging Cable,1,14.95,04/04/19,12:02:00 PM,395 Park St, Seattle,WA,75001
184411,iPhone,1,700,04/14/19,1:27:00 PM,487 Cherry St, Los Angeles,CA,90001
184412,Flatscreen TV,1,300,04/07/19,7:51:00 AM,582 6th St, Atlanta,GA,97035
184413,AA Batteries (4-pack),1,3.84,04/25/19,8:29:00 AM,246 Wilson St, New York City,NY,75001
184414,USB-C Charging Cable,1,11.95,04/11/19,8:32:00 AM,404 South St, Portland,OR,10001
184415,AAA Batteries (4-pack),1,2.99,04/03/19,12:11:00 PM,49 14th St, Los Angeles,CA,90001
184416,Wired Headphones,1,11.99,04/11/19,7:35:00 AM,540 Walnut St, Dallas,TX,90001
184417,AAA Batteries (4-pack),1,2.99,04/18/19,2:01:00 PM,387 Cherry St, Los Angeles,CA,90001
184418,Flatscreen TV,1,300,04/26/19,9:47:00 PM,341 12th St, Los Angeles,CA,02215
184419,AA Batteries (4-pack),2,3.84,04/12/19,9:28:00 AM,442 Johnson St, Los Angeles,CA,10001
184420,Apple Airpods Headphones,1,150,04/22/19,5:33:00 PM,467 Wilson St, Los Angeles,CA,10001
184421,27in 4K Gaming Monitor,1,389.99,04/26/19,8:53:00 PM,125 Pine St, San Francisco,CA,97035
184422,Wired Headphones,1,11.99,04/30/19,10:12:00 AM,638 Spruce St, New York City,NY,30301
184423,Lightning Charging Cable,1,14.95,04/17/19,7:03:00 PM,286 13th St, Portland,OR,94016
184424,Apple Airpods Headphones,1,150,04/22/19,5:14:00 AM,594 14th St, Dallas,TX,97035
184425,34in Ultrawide Monitor,1,379.99,04/13/19,9:45:00 AM,672 Madison St, Los Angeles,CA,30301
184426,AA Batteries (4-pack),2,3.84,04/18/19,4:22:00 PM,314 Elm St, Portland,OR,10001
184427,Lightning Charging Cable,1,14.95,04/12/19,1:09:00 PM,180 Sunset St, Dallas,TX,10001
184428,34in Ultrawide Monitor,1,379.99,04/04/19,1:05:00 PM,544 South St, New York City,NY,73301
184429,Apple Airpods Headphones,1,150,04/06/19,10:45:00 AM,658 South St, Los Angeles,CA,98101
184430,27in 4K Gaming Monitor,1,389.99,04/19/19,1:11:00 PM,646 Maple St, Los Angeles,CA,75001
184431,AA Batteries (4-pack),1,3.84,04/08/19,9:36:00 AM,702 Wilson St, Los Angeles,CA,73301
184432,ThinkPad Laptop,1,999.99,04/24/19,11:48:00 PM,66 2nd St, Boston,MA,94016
184433,USB-C Charging Cable,1,11.95,04/28/19,8:21:00 AM,594 Washington St, New York City,NY,10001
184434,USB-C Charging Cable,1,11.95,04/20/19,10:48:00 PM,962 4th St, New York City,NY,10001
184435,iPhone,1,700,04/10/19,8:06:00 AM,531 Park St, Portland,OR,73301
184436,Flatscreen TV,1,300,04/02/19,11:37:00 AM,473 Forest St, Atlanta,GA,75001
184437,AA Batteries (4-pack),1,3.84,04/18/19,9:13:00 PM,694 Hickory St, San Francisco,CA,90001
184438,34in Ultrawide Monitor,1,379.99,04/04/19,3:47:00 PM,266 Sunset St, Portland,OR,02215
184439,Apple Airpods Headphones,1,150,04/17/19,8:21:00 PM,905 Spruce St, Atlanta,GA,10001
184440,34in Ultrawide Monitor,1,379.99,04/04/19,11:53:00 PM,490 11th St, New York City,NY,94016
184441,Lightning Charging Cable,2,14.95,04/18/19,12:39:00 PM,358 Adams St, New York City,NY,97035
184442,AAA Batteries (4-pack),1,2.99,04/22/19,12:35:00 PM,684 Lincoln St, Austin,TX,10001
184443,Lightning Charging Cable,1,14.95,04/10/19,8:53:00 PM,604 Adams St, Seattle,WA,73301
184444,Apple Airpods Headphones,1,150,04/06/19,2:19:00 PM,308 Willow St, Dallas,TX,98101
184445,27in FHD Monitor,1,149.99,04/21/19,10:31:00 AM,909 12th St, Austin,TX,30301
184446,USB-C Charging Cable,1,11.95,04/28/19,11:10:00 AM,660 Lakeview St, San Francisco,CA,97035
184447,iPhone,1,700,04/19/19,9:49:00 PM,695 Cherry St, New York City,NY,90001
184447,Lightning Charging Cable,1,14.95,04/19/19,9:49:00 PM,695 Cherry St, New York City,NY,90001
184448,USB-C Charging Cable,1,11.95,04/06/19,2:55:00 PM,836 Pine St, Austin,TX,30301
184449,Lightning Charging Cable,1,14.95,04/29/19,5:24:00 PM,117 12th St, Dallas,TX,94016
184450,Apple Airpods Headphones,1,150,04/12/19,3:36:00 PM,626 River St, Los Angeles,CA,90001
184451,ThinkPad Laptop,1,999.99,04/18/19,8:13:00 AM,169 13th St, Boston,MA,02215
184452,Vareebadd Phone,1,400,04/01/19,4:48:00 PM,659 Chestnut St, New York City,NY,30301
184453,iPhone,1,700,04/29/19,9:15:00 AM,669 Chestnut St, San Francisco,CA,30301
184454,USB-C Charging Cable,1,11.95,04/30/19,2:56:00 PM,356 7th St, Portland,OR,10001
184455,AA Batteries (4-pack),1,3.84,04/29/19,12:09:00 AM,503 Adams St, New York City,NY,73301
184456,34in Ultrawide Monitor,1,379.99,04/19/19,6:57:00 PM,140 9th St, Austin,TX,94016
184457,USB-C Charging Cable,1,11.95,04/03/19,9:15:00 PM,580 Main St, Seattle,WA,94016
184458,Wired Headphones,1,11.99,04/02/19,10:12:00 PM,56 Sunset St, Atlanta,GA,94016
184459,Lightning Charging Cable,2,14.95,04/08/19,8:26:00 PM,210 Willow St, Portland,OR,73301
184460,iPhone,1,700,04/08/19,6:38:00 PM,315 5th St, Los Angeles,CA,73301
184460,Wired Headphones,1,11.99,04/08/19,6:38:00 PM,315 5th St, Los Angeles,CA,90001
184461,Wired Headphones,1,11.99,04/08/19,9:36:00 PM,212 Spruce St, Atlanta,GA,10001
184462,34in Ultrawide Monitor,1,379.99,04/04/19,7:21:00 PM,568 River St, San Francisco,CA,02215
184463,AA Batteries (4-pack),1,3.84,04/30/19,10:03:00 PM,979 Meadow St, Los Angeles,CA,90001
184464,20in Monitor,1,109.99,04/30/19,8:58:00 AM,719 Park St, Boston,MA,94016
184465,USB-C Charging Cable,1,11.95,04/09/19,12:06:00 AM,875 Cedar St, Atlanta,GA,90001
184466,34in Ultrawide Monitor,1,379.99,04/27/19,11:30:00 PM,445 4th St, Atlanta,GA,02215
184467,USB-C Charging Cable,1,11.95,04/28/19,12:33:00 PM,649 Adams St, New York City,NY,73301
184468,Lightning Charging Cable,1,14.95,04/28/19,10:26:00 PM,68 Maple St, Austin,TX,94016
184469,27in FHD Monitor,1,149.99,04/29/19,12:34:00 PM,875 1st St, San Francisco,CA,02215
184470,AA Batteries (4-pack),1,3.84,04/25/19,7:18:00 PM,68 Hickory St, San Francisco,CA,73301
184471,Google Phone,1,600,04/05/19,10:39:00 AM,437 Chestnut St, San Francisco,CA,10001
184472,iPhone,1,700,04/11/19,12:16:00 PM,573 Adams St, Austin,TX,94016
184472,Bose SoundSport Headphones,1,99.99,04/11/19,12:16:00 PM,573 Adams St, Austin,TX,10001
184473,Lightning Charging Cable,1,14.95,04/06/19,11:38:00 AM,398 West St, Los Angeles,CA,30301
184474,USB-C Charging Cable,1,11.95,04/17/19,8:19:00 PM,519 14th St, New York City,NY,90001
184475,Wired Headphones,1,11.99,04/27/19,12:55:00 PM,676 South St, Boston,MA,90001
184476,AAA Batteries (4-pack),1,2.99,04/19/19,5:39:00 PM,58 Willow St, Los Angeles,CA,90001
184477,Wired Headphones,2,11.99,04/15/19,12:48:00 PM,566 12th St, San Francisco,CA,73301
184478,Wired Headphones,1,11.99,04/09/19,5:51:00 PM,704 Forest St, Los Angeles,CA,90001
184479,Lightning Charging Cable,1,14.95,04/14/19,1:33:00 PM,7 1st St, Boston,MA,10001
184480,Lightning Charging Cable,1,14.95,04/24/19,12:10:00 PM,169 Dogwood St, Austin,TX,94016
184481,AA Batteries (4-pack),2,3.84,04/01/19,3:27:00 PM,556 Maple St, San Francisco,CA,90001
184482,USB-C Charging Cable,1,11.95,04/01/19,2:35:00 PM,40 Highland St, Boston,MA,90001
184483,USB-C Charging Cable,1,11.95,04/17/19,5:58:00 AM,862 11th St, Austin,TX,98101
184484,AAA Batteries (4-pack),1,2.99,04/08/19,11:43:00 PM,560 Meadow St, New York City,NY,94016
184485,27in 4K Gaming Monitor,1,389.99,04/14/19,12:35:00 PM,566 Sunset St, San Francisco,CA,75001
184486,Bose SoundSport Headphones,1,99.99,04/25/19,7:24:00 PM,608 Pine St, New York City,NY,94016
184487,AA Batteries (4-pack),1,3.84,04/24/19,6:21:00 PM,431 Forest St, Atlanta,GA,04101
184488,AAA Batteries (4-pack),4,2.99,04/20/19,6:38:00 AM,154 Cedar St, Los Angeles,CA,90001
184489,Lightning Charging Cable,1,14.95,04/17/19,11:01:00 AM,559 10th St, Los Angeles,CA,30301
184490,AAA Batteries (4-pack),2,2.99,04/19/19,11:27:00 AM,215 Lake St, Los Angeles,CA,30301
184491,Apple Airpods Headphones,1,150,04/12/19,8:36:00 PM,609 Jefferson St, Austin,TX,90001
184492,AA Batteries (4-pack),1,3.84,04/17/19,10:17:00 PM,941 Main St, Los Angeles,CA,02215
184493,AA Batteries (4-pack),1,3.84,04/16/19,1:07:00 PM,872 10th St, New York City,NY,10001
184494,Google Phone,1,600,04/18/19,11:08:00 PM,502 Sunset St, San Francisco,CA,02215
184495,AAA Batteries (4-pack),1,2.99,04/10/19,4:33:00 PM,648 9th St, Los Angeles,CA,90001
184496,Wired Headphones,1,11.99,04/08/19,5:51:00 PM,598 Center St, Los Angeles,CA,10001
184497,AAA Batteries (4-pack),1,2.99,04/13/19,5:55:00 PM,741 12th St, Seattle,WA,90001
184498,iPhone,1,700,04/19/19,6:51:00 AM,294 1st St, San Francisco,CA,94016
184499,USB-C Charging Cable,2,11.95,04/12/19,4:07:00 PM,300 Jefferson St, Dallas,TX,94016
184500,AAA Batteries (4-pack),1,2.99,04/25/19,12:12:00 PM,809 Cedar St, San Francisco,CA,94016
184501,27in FHD Monitor,1,149.99,04/27/19,1:02:00 PM,967 11th St, Portland,ME,30301
184502,27in FHD Monitor,1,149.99,04/21/19,4:58:00 PM,63 Forest St, Los Angeles,CA,02215
184503,iPhone,1,700,04/10/19,4:23:00 PM,415 South St, Atlanta,GA,02215
184503,Lightning Charging Cable,1,14.95,04/10/19,4:23:00 PM,415 South St, Atlanta,GA,94016
184504,Google Phone,1,600,04/11/19,2:26:00 PM,808 4th St, Los Angeles,CA,94016
184505,USB-C Charging Cable,2,11.95,04/16/19,4:39:00 PM,612 14th St, Boston,MA,02215
184506,USB-C Charging Cable,1,11.95,04/05/19,6:50:00 PM,573 6th St, New York City,NY,90001
184507,34in Ultrawide Monitor,1,379.99,04/08/19,3:58:00 PM,719 Walnut St, Boston,MA,94016
184508,Google Phone,1,600,04/26/19,11:15:00 AM,723 Hickory St, Los Angeles,CA,75001
184509,USB-C Charging Cable,1,11.95,04/14/19,10:58:00 PM,932 Chestnut St, New York City,NY,98101
184510,Bose SoundSport Headphones,1,99.99,04/22/19,12:06:00 AM,843 Jefferson St, Los Angeles,CA,02215
184511,Wired Headphones,2,11.99,04/21/19,4:57:00 PM,560 Washington St, San Francisco,CA,02215
184512,Lightning Charging Cable,1,14.95,04/12/19,10:42:00 AM,654 Highland St, San Francisco,CA,10001
184513,iPhone,1,700,04/07/19,1:00:00 PM,368 Walnut St, San Francisco,CA,94016
184514,AA Batteries (4-pack),1,3.84,04/29/19,12:51:00 PM,829 12th St, Atlanta,GA,75001
184515,USB-C Charging Cable,1,11.95,04/23/19,5:18:00 PM,846 Forest St, Boston,MA,94016
184516,USB-C Charging Cable,1,11.95,04/24/19,12:24:00 PM,368 8th St, Boston,MA,97035
184517,Lightning Charging Cable,1,14.95,04/09/19,2:44:00 PM,442 7th St, San Francisco,CA,98101
184518,27in FHD Monitor,1,149.99,04/06/19,2:58:00 PM,72 Pine St, San Francisco,CA,98101
184519,27in 4K Gaming Monitor,1,389.99,04/30/19,8:44:00 AM,834 Johnson St, Boston,MA,98101
184520,Lightning Charging Cable,1,14.95,04/04/19,11:22:00 PM,475 Jefferson St, Los Angeles,CA,75001
184521,27in 4K Gaming Monitor,1,389.99,04/10/19,11:50:00 AM,658 8th St, San Francisco,CA,90001
184522,AAA Batteries (4-pack),1,2.99,04/25/19,1:31:00 AM,509 5th St, Dallas,TX,10001
184523,USB-C Charging Cable,1,11.95,04/10/19,1:12:00 PM,478 Willow St, Seattle,WA,97035
184524,Google Phone,1,600,04/13/19,9:12:00 PM,346 Willow St, Boston,MA,94016
184525,Wired Headphones,1,11.99,04/30/19,10:21:00 AM,510 Meadow St, Boston,MA,73301
184526,Apple Airpods Headphones,1,150,04/04/19,4:10:00 PM,425 Pine St, New York City,NY,30301
184527,AAA Batteries (4-pack),1,2.99,04/10/19,10:48:00 AM,84 13th St, San Francisco,CA,94016
184528,27in FHD Monitor,1,149.99,04/30/19,12:35:00 PM,232 Church St, Dallas,TX,94016
184529,Bose SoundSport Headphones,1,99.99,04/17/19,7:13:00 PM,185 8th St, San Francisco,CA,94016
184530,USB-C Charging Cable,1,11.95,04/09/19,12:14:00 PM,516 Highland St, Portland,OR,90001
184531,Lightning Charging Cable,1,14.95,04/08/19,6:48:00 PM,834 5th St, Seattle,WA,90001
184532,iPhone,1,700,04/01/19,7:28:00 PM,676 Adams St, Seattle,WA,90001
184533,Bose SoundSport Headphones,1,99.99,04/20/19,11:08:00 AM,221 Church St, Seattle,WA,75001
184534,Flatscreen TV,1,300,04/18/19,4:13:00 PM,770 Jackson St, Dallas,TX,94016
184535,27in FHD Monitor,1,149.99,04/20/19,2:13:00 PM,234 Willow St, Los Angeles,CA,98101
184536,LG Dryer,1,600,04/28/19,1:09:00 PM,60 10th St, New York City,NY,75001
184537,27in 4K Gaming Monitor,1,389.99,04/15/19,3:00:00 PM,145 Cherry St, Portland,OR,94016
184538,Wired Headphones,1,11.99,04/18/19,4:34:00 PM,145 Forest St, San Francisco,CA,02215
184539,Lightning Charging Cable,1,14.95,04/15/19,10:02:00 AM,87 10th St, Austin,TX,10001
184540,Lightning Charging Cable,2,14.95,04/11/19,6:24:00 PM,972 West St, Atlanta,GA,90001
184541,Wired Headphones,1,11.99,04/14/19,10:10:00 AM,278 Church St, San Francisco,CA,02215
184542,Lightning Charging Cable,1,14.95,04/04/19,7:24:00 AM,933 12th St, San Francisco,CA,90001
184543,iPhone,1,700,04/06/19,7:12:00 PM,803 Chestnut St, San Francisco,CA,90001
184544,USB-C Charging Cable,1,11.95,04/25/19,7:27:00 PM,626 South St, Los Angeles,CA,94016
184545,27in 4K Gaming Monitor,1,389.99,04/29/19,2:35:00 PM,503 Forest St, Los Angeles,CA,90001
184546,Flatscreen TV,1,300,04/19/19,9:01:00 PM,1 Washington St, Los Angeles,CA,75001
184547,AAA Batteries (4-pack),1,2.99,04/30/19,10:56:00 AM,24 Walnut St, Dallas,TX,90001
184548,Lightning Charging Cable,1,14.95,04/01/19,8:02:00 AM,664 Main St, San Francisco,CA,10001
184549,34in Ultrawide Monitor,1,379.99,04/21/19,7:56:00 PM,89 Park St, Seattle,WA,10001
184550,Lightning Charging Cable,1,14.95,04/06/19,5:00:00 PM,78 8th St, Dallas,TX,90001
184551,Wired Headphones,1,11.99,04/23/19,12:32:00 AM,111 Ridge St, San Francisco,CA,94016
184552,AAA Batteries (4-pack),1,2.99,04/28/19,12:40:00 AM,379 7th St, Boston,MA,94016
184553,Lightning Charging Cable,1,14.95,04/30/19,8:25:00 PM,350 10th St, New York City,NY,02215
184554,34in Ultrawide Monitor,1,379.99,04/24/19,12:14:00 PM,715 Dogwood St, Los Angeles,CA,90001
184555,Bose SoundSport Headphones,1,99.99,04/11/19,2:16:00 PM,381 Lincoln St, Boston,MA,02215
184556,Lightning Charging Cable,1,14.95,04/27/19,2:49:00 PM,251 6th St, Los Angeles,CA,02215
184557,USB-C Charging Cable,1,11.95,04/06/19,3:31:00 PM,107 Meadow St, Los Angeles,CA,10001
184558,Wired Headphones,1,11.99,04/13/19,12:04:00 PM,394 10th St, San Francisco,CA,30301
184559,USB-C Charging Cable,1,11.95,04/01/19,10:34:00 AM,125 Park St, Los Angeles,CA,94016
184560,Apple Airpods Headphones,1,150,04/01/19,1:38:00 PM,810 Elm St, Dallas,TX,94016
184561,Apple Airpods Headphones,1,150,04/13/19,5:18:00 PM,635 Spruce St, Los Angeles,CA,97035
184562,Flatscreen TV,1,300,04/27/19,2:43:00 PM,519 North St, New York City,NY,30301
184563,AA Batteries (4-pack),1,3.84,04/28/19,8:45:00 AM,529 Meadow St, New York City,NY,97035
184564,34in Ultrawide Monitor,1,379.99,04/13/19,8:53:00 PM,140 Lincoln St, Los Angeles,CA,97035
184565,USB-C Charging Cable,1,11.95,04/06/19,8:11:00 PM,564 Hickory St, San Francisco,CA,73301
184566,AAA Batteries (4-pack),1,2.99,04/07/19,9:57:00 AM,367 Adams St, San Francisco,CA,02215
184567,Apple Airpods Headphones,1,150,04/29/19,6:34:00 PM,965 Pine St, Boston,MA,94016
184568,iPhone,1,700,04/07/19,9:26:00 AM,103 Washington St, Los Angeles,CA,10001
184569,AAA Batteries (4-pack),2,2.99,04/23/19,7:23:00 PM,554 Chestnut St, Boston,MA,10001
184570,Apple Airpods Headphones,1,150,04/07/19,7:17:00 PM,968 6th St, Boston,MA,98101
184571,Flatscreen TV,1,300,04/22/19,6:11:00 AM,405 14th St, New York City,NY,02215
184572,AA Batteries (4-pack),1,3.84,04/07/19,6:40:00 AM,592 Johnson St, Atlanta,GA,02215
184573,Bose SoundSport Headphones,1,99.99,04/02/19,9:04:00 AM,780 7th St, San Francisco,CA,94016
184574,Apple Airpods Headphones,1,150,04/25/19,10:18:00 PM,920 Jackson St, San Francisco,CA,94016
184575,Apple Airpods Headphones,1,150,04/29/19,9:08:00 AM,619 Jefferson St, Portland,OR,75001
184576,AAA Batteries (4-pack),1,2.99,04/21/19,6:51:00 AM,413 Church St, Atlanta,GA,02215
184577,iPhone,1,700,04/15/19,12:03:00 AM,803 Lincoln St, Portland,OR,90001
184577,Lightning Charging Cable,1,14.95,04/15/19,12:03:00 AM,803 Lincoln St, Portland,OR,75001
184578,AA Batteries (4-pack),1,3.84,04/23/19,10:36:00 PM,126 7th St, Austin,TX,97035
184579,Lightning Charging Cable,1,14.95,04/23/19,5:15:00 PM,913 Main St, Boston,MA,75001
184580,20in Monitor,1,109.99,04/24/19,5:48:00 PM,221 Ridge St, San Francisco,CA,30301
184581,AA Batteries (4-pack),1,3.84,04/24/19,8:37:00 PM,369 2nd St, New York City,NY,94016
184582,AA Batteries (4-pack),1,3.84,04/21/19,10:35:00 PM,724 North St, New York City,NY,75001
184583,27in 4K Gaming Monitor,1,389.99,04/02/19,5:31:00 PM,311 Washington St, Seattle,WA,98101
184584,27in FHD Monitor,1,149.99,04/25/19,12:57:00 AM,815 Walnut St, Boston,MA,98101
184585,AAA Batteries (4-pack),2,2.99,04/27/19,7:49:00 PM,314 Sunset St, Boston,MA,10001
184586,Apple Airpods Headphones,1,150,04/16/19,8:10:00 PM,95 Church St, San Francisco,CA,75001
184587,AA Batteries (4-pack),1,3.84,04/21/19,1:31:00 PM,321 Pine St, San Francisco,CA,02215
184588,27in 4K Gaming Monitor,1,389.99,04/08/19,2:30:00 PM,672 Forest St, Dallas,TX,73301
184589,Lightning Charging Cable,1,14.95,04/04/19,4:11:00 PM,118 11th St, Boston,MA,90001
184590,34in Ultrawide Monitor,1,379.99,04/24/19,8:45:00 PM,421 Elm St, Los Angeles,CA,02215
184591,Bose SoundSport Headphones,1,99.99,04/23/19,11:30:00 AM,862 Highland St, Dallas,TX,30301
184592,34in Ultrawide Monitor,1,379.99,04/12/19,11:58:00 AM,645 4th St, Portland,OR,30301
184593,AAA Batteries (4-pack),1,2.99,04/18/19,11:50:00 AM,987 Hill St, Dallas,TX,10001
184594,Apple Airpods Headphones,1,150,04/17/19,12:05:00 PM,624 11th St, Atlanta,GA,90001
184595,Lightning Charging Cable,1,14.95,04/28/19,12:41:00 PM,479 7th St, San Francisco,CA,90001
184596,Bose SoundSport Headphones,1,99.99,04/02/19,8:48:00 AM,790 Washington St, Dallas,TX,97035
184597,AA Batteries (4-pack),1,3.84,04/05/19,3:25:00 PM,303 4th St, Seattle,WA,02215
184598,Wired Headphones,3,11.99,04/20/19,4:01:00 PM,839 Johnson St, Seattle,WA,90001
184599,27in FHD Monitor,1,149.99,04/03/19,8:33:00 PM,755 Highland St, New York City,NY,30301
